0.061111,0.105556,0.011111,0.027778,0.077778,0.033333,0.088889,0.027778,0.127778,0.038889,0.044444,0.000000,0.005556,0.333333,0.000000,0.000000,0.000000,0.016667,0.000000
0.193237,0.125604,0.014493,0.038647,0.057971,0.009662,0.130435,0.024155,0.111111,0.067633,0.053140,0.004831,0.014493,0.149758,0.000000,0.000000,0.000000,0.004831,0.000000
0.115226,0.119342,0.020576,0.037037,0.119342,0.020576,0.115226,0.008230,0.152263,0.041152,0.082305,0.000000,0.000000,0.152263,0.000000,0.000000,0.000000,0.016461,0.000000
0.407625,0.149560,0.005865,0.020528,0.026393,0.002933,0.070381,0.014663,0.085044,0.052786,0.035191,0.000000,0.005865,0.105572,0.002933,0.008798,0.000000,0.005865,0.000000
0.137681,0.206522,0.014493,0.010870,0.057971,0.003623,0.134058,0.014493,0.115942,0.072464,0.036232,0.003623,0.000000,0.166667,0.007246,0.000000,0.000000,0.007246,0.010870
0.212418,0.127451,0.006536,0.042484,0.022876,0.039216,0.075163,0.029412,0.088235,0.075163,0.042484,0.000000,0.000000,0.189542,0.000000,0.003268,0.000000,0.013072,0.032680
0.395498,0.080386,0.009646,0.025723,0.041801,0.003215,0.077170,0.016077,0.102894,0.054662,0.041801,0.000000,0.000000,0.138264,0.003215,0.003215,0.000000,0.003215,0.003215
0.237822,0.123209,0.008596,0.045845,0.051576,0.011461,0.057307,0.025788,0.128940,0.042980,0.045845,0.000000,0.000000,0.212034,0.005731,0.002865,0.000000,0.000000,0.000000
0.573086,0.046404,0.004640,0.023202,0.027842,0.006961,0.053364,0.006961,0.071926,0.041763,0.030162,0.000000,0.000000,0.099768,0.002320,0.002320,0.000000,0.004640,0.004640
0.266932,0.103586,0.007968,0.023904,0.035857,0.000000,0.063745,0.007968,0.151394,0.067729,0.047809,0.000000,0.000000,0.199203,0.007968,0.000000,0.000000,0.015936,0.000000
0.234450,0.177033,0.009569,0.014354,0.019139,0.004785,0.062201,0.028708,0.100478,0.043062,0.043062,0.000000,0.000000,0.244019,0.000000,0.004785,0.000000,0.009569,0.004785
0.220820,0.141956,0.006309,0.025237,0.056782,0.006309,0.025237,0.006309,0.138801,0.059937,0.050473,0.000000,0.000000,0.214511,0.003155,0.003155,0.000000,0.041009,0.000000
0.162857,0.114286,0.014286,0.025714,0.065714,0.000000,0.068571,0.005714,0.174286,0.020000,0.042857,0.000000,0.000000,0.294286,0.000000,0.002857,0.000000,0.008571,0.000000
0.185185,0.111111,0.020202,0.050505,0.026936,0.006734,0.030303,0.016835,0.148148,0.040404,0.047138,0.000000,0.000000,0.306397,0.000000,0.000000,0.000000,0.010101,0.000000
0.315789,0.039474,0.013158,0.078947,0.026316,0.017544,0.021930,0.004386,0.092105,0.061404,0.026316,0.000000,0.000000,0.289474,0.000000,0.000000,0.000000,0.013158,0.000000
0.360656,0.095082,0.003279,0.026230,0.042623,0.000000,0.026230,0.009836,0.078689,0.065574,0.032787,0.000000,0.000000,0.249180,0.003279,0.000000,0.000000,0.006557,0.000000
0.074074,0.108262,0.008547,0.025641,0.031339,0.005698,0.056980,0.005698,0.142450,0.088319,0.025641,0.000000,0.000000,0.413105,0.005698,0.005698,0.000000,0.002849,0.000000
0.220758,0.092257,0.001647,0.019769,0.024712,0.000000,0.044481,0.006590,0.135091,0.074135,0.051071,0.000000,0.000000,0.329489,0.000000,0.000000,0.000000,0.000000,0.000000
0.095122,0.124390,0.004878,0.014634,0.031707,0.000000,0.043902,0.004878,0.129268,0.046341,0.060976,0.000000,0.000000,0.436585,0.002439,0.000000,0.000000,0.004878,0.000000
